State1,County1,State2,County2,State3,County3,Returns,Exemptions
36,91,25,025,Ma,Suffolk,15,17
36,91,36,007,NY,Broome,15,27
36,91,45,045,SC,Greenville,14,30
36,91,36,077,NY,Otsego,14,32
36,91,57,001,FR,Foreign / Overseas,14,31
36,91,12,071,Fl,Lee,14,34
36,91,24,031,Md,Montgomery,14,18
36,91,09,009,Ct,New Haven,14,30
36,91,12,127,Fl,Volusia,14,21
36,91,12,095,Fl,Orange,14,23
36,91,33,015,NH,Rockingham,13,26
36,91,06,059,Ca,Orange,13,20
36,91,36,075,NY,Oswego,13,36
36,91,36,089,NY,St. Lawrence,13,29
36,91,23,031,Me,York,13,22
36,91,45,035,SC,Dorchester,12,37
36,91,24,005,Md,Baltimore,12,28
36,91,17,031,Il,Cook,12,22
36,91,33,011,NH,Hillsborough,12,19
36,91,37,183,NC,Wake,11,20
36,91,36,033,NY,Franklin,11,28
36,91,25,021,Ma,Norfolk,11,26
36,91,06,085,Ca,Santa Clara,11,20
36,91,53,033,Wa,King,11,19
36,91,48,201,Tx,Harris,11,16
36,91,50,021,Vt,Rutland,11,18
36,91,34,003,NJ,Bergen,11,19
36,91,36,081,NY,Queens,11,14
36,91,25,027,Ma,Worcester,11,24
36,91,32,003,Nv,Clark,11,27
36,91,12,105,Fl,Polk,11,25
36,91,36,069,NY,Ontario,10,21
36,91,01,081,Al,Lee,10,16
36,91,09,001,Ct,Fairfield,10,22
36,91,06,001,Ca,Alameda,10,16
36,91,06,071,Ca,San Bernardino,10,20
36,91,08,013,Co,Boulder,10,18
36,91,37,119,NC,Mecklenburg,10,18
36,91,,,XX,Same State,121,216
36,91,,,XX,Region 1: Northeast,268,513
36,91,,,XX,Region 2: Midwest,204,443
36,91,,,XX,Region 3: South,470,978
36,91,,,XX,Region 4: West,183,350
36,91,36,091 ,XX,County Non-Migrants,64600,148542
36,93,,,NY,Schenectady Total Migrat,3766,6864
36,93,36,001,NY,Albany,1028,1795
36,93,36,091,NY,Saratoga,645,1268
36,93,36,083,NY,Rensselaer,150,267
36,93,36,057,NY,Montgomery,108,216
36,93,36,095,NY,Schoharie,82,183
36,93,36,035,NY,Fulton,47,88
36,93,36,055,NY,Monroe,41,64
36,93,36,113,NY,Warren,34,68
36,93,36,067,NY,Onondaga,34,45
36,93,25,017,Ma,Middlesex,33,43
36,93,36,061,NY,New York,31,43
36,93,12,011,Fl,Broward,30,45
36,93,57,005,FR,APO / FPO Zip Code,26,48
36,93,12,103,Fl,Pinellas,25,40
36,93,36,021,NY,Columbia,24,54
36,93,36,029,NY,Erie,23,48
36,93,36,103,NY,Suffolk,21,30
36,93,51,059,Va,Fairfax,21,29
36,93,12,099,Fl,Palm Beach,19,28
36,93,36,065,NY,Oneida,18,43
36,93,06,073,Ca,San Diego,18,26
36,93,36,039,NY,Greene,16,32
36,93,36,111,NY,Ulster,16,27
36,93,24,031,Md,Montgomery,16,19
36,93,04,013,Az,Maricopa,15,30
36,93,12,057,Fl,Hillsborough,15,25
36,93,32,003,Nv,Clark,15,31
36,93,36,007,NY,Broome,15,25
36,93,36,077,NY,Otsego,15,31
36,93,12,095,Fl,Orange,14,25
36,93,36,119,NY,Westchester,14,17
36,93,36,019,NY,Clinton,14,28
36,93,36,027,NY,Dutchess,13,23
36,93,36,031,NY,Essex,13,27
36,93,36,089,NY,St. Lawrence,12,21
36,93,36,059,NY,Nassau,12,21
36,93,12,115,Fl,Sarasota,12,23
36,93,36,071,NY,Orange,12,23
36,93,06,037,Ca,Los Angeles,12,21
36,93,09,001,Ct,Fairfield,12,23
36,93,57,001,FR,Foreign / Overseas,11,29
36,93,12,031,Fl,Duval,11,20
36,93,09,009,Ct,New Haven,11,16
36,93,36,081,NY,Queens,10,16
36,93,25,021,Ma,Norfolk,10,12
36,93,12,009,Fl,Brevard,10,15
36,93,36,115,NY,Washington,10,28
36,93,13,121,Ga,Fulton,10,22
36,93,09,003,Ct,Hartford,10,16
36,93,,,XX,Same State,98,165
36,93,,,XX,Region 1: Northeast,208,372
36,93,,,XX,Region 2: Midwest,120,240
36,93,,,XX,Region 3: South,375,736
36,93,,,XX,Region 4: West,151,234
36,93,36,093 ,XX,County Non-Migrants,57467,122202
36,95,,,NY,Schoharie Total Migratio,594,1123
36,95,36,093,NY,Schenectady,81,132
36,95,36,001,NY,Albany,79,143
36,95,36,077,NY,Otsego,43,83
36,95,36,057,NY,Montgomery,38,105
36,95,36,025,NY,Delaware,35,83
36,95,36,091,NY,Saratoga,27,40
36,95,36,083,NY,Rensselaer,17,22
36,95,36,039,NY,Greene,11,18
36,95,,,XX,Same State,106,200
36,95,,,XX,Region 1: Northeast,29,56
36,95,,,XX,Region 2: Midwest,12,27
36,95,,,XX,Region 3: South,91,165
36,95,,,XX,Region 4: West,25,49
36,95,36,095 ,XX,County Non-Migrants,10092,23117
36,97,,,NY,Schuyler Total Migration,442,863
36,97,36,015,NY,Chemung,73,161
36,97,36,109,NY,Tompkins,72,122
36,97,36,101,NY,Steuben,53,98
36,97,36,123,NY,Yates,21,59
36,97,36,099,NY,Seneca,12,34
36,97,36,055,NY,Monroe,10,15
36,97,,,XX,Same State,60,118
36,97,,,XX,Region 1: Northeast,28,50
36,97,,,XX,Region 2: Midwest,15,27
36,97,,,XX,Region 3: South,74,141
36,97,,,XX,Region 4: West,24,38
36,97,36,097 ,XX,County Non-Migrants,5977,13922
36,99,,,NY,Seneca Total Migration F,902,1724
36,99,36,069,NY,Ontario,178,325
36,99,36,109,NY,Tompkins,58,91
36,99,57,005,FR,APO / FPO Zip Code,53,109
36,99,36,117,NY,Wayne,51,104
36,99,36,055,NY,Monroe,46,68
36,99,36,011,NY,Cayuga,45,93
36,99,36,067,NY,Onondaga,27,56
36,99,36,097,NY,Schuyler,12,26
36,99,36,123,NY,Yates,12,22
36,99,,,XX,Same State,81,149
36,99,,,XX,Region 1: Northeast,54,102
36,99,,,XX,Region 2: Midwest,74,151
36,99,,,XX,Region 3: South,155,318
36,99,,,XX,Region 4: West,56,110
36,99,36,099 ,XX,County Non-Migrants,11237,25728
36,101,,,NY,Steuben Total Migration,1861,3469
36,101,36,015,NY,Chemung,236,496
36,101,36,055,NY,Monroe,141,222
36,101,36,051,NY,Livingston,103,203
36,101,36,003,NY,Allegany,85,162
36,101,42,117,Pa,Tioga,64,134
36,101,36,097,NY,Schuyler,62,143
36,101,36,069,NY,Ontario,48,98
36,101,36,123,NY,Yates,39,91
36,101,36,067,NY,Onondaga,28,42
36,101,36,029,NY,Erie,28,46
36,101,36,007,NY,Broome,26,38
36,101,57,005,FR,APO / FPO Zip Code,23,39
36,101,36,109,NY,Tompkins,21,42
36,101,36,037,NY,Genesee,14,21
36,101,12,103,Fl,Pinellas,13,20
36,101,42,015,Pa,Bradford,13,25
36,101,12,105,Fl,Polk,12,30
36,101,36,117,NY,Wayne,12,17
36,101,36,121,NY,Wyoming,12,20
36,101,36,099,NY,Seneca,11,18
36,101,51,810,Va,Virginia Beach city,10,19
36,101,36,013,NY,Chautauqua,10,16
36,101,06,073,Ca,San Diego,10,14
36,101,12,095,Fl,Orange,10,14
36,101,,,XX,Same State,134,249
36,101,,,XX,Region 1: Northeast,145,266
36,101,,,XX,Region 2: Midwest,93,167
36,101,,,XX,Region 3: South,358,648
36,101,,,XX,Region 4: West,100,169
36,101,36,101 ,XX,County Non-Migrants,34195,79410
36,103,,,NY,Suffolk Total Migration,22572,41425
36,103,36,059,NY,Nassau,4044,7204
36,103,36,081,NY,Queens,1202,2118
36,103,36,061,NY,New York,1090,1453
36,103,12,011,Fl,Broward,603,1129
36,103,12,099,Fl,Palm Beach,597,1125
36,103,36,047,NY,Kings,596,1046
36,103,12,009,Fl,Brevard,295,630
36,103,12,103,Fl,Pinellas,272,526
36,103,36,119,NY,Westchester,270,441
36,103,12,053,Fl,Hernando,224,482
36,103,12,101,Fl,Pasco,224,469
36,103,04,013,Az,Maricopa,219,462
36,103,06,037,Ca,Los Angeles,218,333
36,103,36,005,NY,Bronx,187,332
36,103,34,017,NJ,Hudson,182,237
36,103,12,095,Fl,Orange,180,363
36,103,09,001,Ct,Fairfield,173,329
36,103,12,127,Fl,Volusia,173,332
36,103,12,071,Fl,Lee,170,369
36,103,57,005,FR,APO / FPO Zip Code,168,235
36,103,12,111,Fl,St. Lucie,154,298
36,103,57,001,FR,Foreign / Overseas,150,293
36,103,32,003,Nv,Clark,149,270
36,103,06,073,Ca,San Diego,148,227
36,103,12,025,Fl,Dade,140,259
36,103,12,057,Fl,Hillsborough,139,265
36,103,12,117,Fl,Seminole,137,303
36,103,34,003,NJ,Bergen,137,233
36,103,34,023,NJ,Middlesex,128,228
36,103,12,085,Fl,Martin,113,235
36,103,06,059,Ca,Orange,113,187
36,103,37,183,NC,Wake,112,264
36,103,51,059,Va,Fairfax,112,222
36,103,37,119,NC,Mecklenburg,102,226
36,103,25,017,Ma,Middlesex,100,139
36,103,12,115,Fl,Sarasota,100,191
36,103,36,001,NY,Albany,99,137
36,103,48,201,Tx,Harris,97,184
36,103,36,029,NY,Erie,96,130
36,103,36,055,NY,Monroe,96,146
36,103,12,017,Fl,Citrus,94,203
36,103,09,009,Ct,New Haven,91,187
36,103,13,067,Ga,Cobb,90,166
36,103,36,085,NY,Richmond,88,166
36,103,51,810,Va,Virginia Beach city,86,156
36,103,36,071,NY,Orange,84,175
36,103,06,075,Ca,San Francisco,84,104
36,103,17,031,Il,Cook,84,124
36,103,12,083,Fl,Marion,83,169
36,103,24,031,Md,Montgomery,78,115
36,103,34,027,NJ,Morris,78,164
36,103,25,025,Ma,Suffolk,77,84
36,103,12,035,Fl,Flagler,75,166
36,103,12,021,Fl,Collier,71,141
36,103,12,015,Fl,Charlotte,70,151
36,103,34,025,NJ,Monmouth,70,128
36,103,36,067,NY,Onondaga,69,102
36,103,57,003,FR,Foreign / Puerto Rico,66,155
36,103,06,085,Ca,Santa Clara,66,101
36,103,11,001,DC,"Wash.,D.C.",63,73
36,103,10,003,De,New Castle,63,119
36,103,09,003,Ct,Hartford,63,108
36,103,42,101,Pa,Philadelphia,62,94
36,103,53,033,Wa,King,62,102
36,103,36,087,NY,Rockland,61,104
36,103,04,019,Az,Pima,61,116
36,103,42,089,Pa,Monroe,59,159
36,103,36,027,NY,Dutchess,59,127
36,103,12,061,Fl,Indian River,59,108
36,103,48,113,Tx,Dallas,58,100
36,103,36,091,NY,Saratoga,58,110
36,103,12,031,Fl,Duval,56,102
36,103,45,051,SC,Horry,56,110
36,103,12,081,Fl,Manatee,55,102
36,103,13,089,Ga,De Kalb,54,91
36,103,34,035,NJ,Somerset,53,102
36,103,34,013,NJ,Essex,53,96
36,103,24,033,Md,Prince George's,52,78
36,103,15,003,Hi,Honolulu,51,78
36,103,45,019,SC,Charleston,50,82
36,103,37,129,NC,New Hanover,50,101
36,103,36,111,NY,Ulster,50,84
36,103,25,021,Ma,Norfolk,50,78
36,103,42,017,Pa,Bucks,49,121
36,103,13,121,Ga,Fulton,48,84
36,103,24,005,Md,Baltimore,48,74
36,103,42,003,Pa,Allegheny,46,94
36,103,37,049,NC,Craven,46,97
36,103,12,097,Fl,Osceola,45,94
36,103,12,105,Fl,Polk,44,75
36,103,34,029,NJ,Ocean,43,69
36,103,24,510,Md,Baltimore city,42,57
36,103,36,105,NY,Sullivan,41,77
36,103,34,039,NJ,Union,40,76
36,103,06,001,Ca,Alameda,40,66
36,103,42,091,Pa,Montgomery,39,63
36,103,36,007,NY,Broome,39,72
36,103,36,077,NY,Otsego,38,101
36,103,12,109,Fl,St. Johns,38,79
36,103,51,013,Va,Arlington,38,43
36,103,34,031,NJ,Passaic,38,78
36,103,42,071,Pa,Lancaster,38,77
36,103,42,029,Pa,Chester,38,68
36,103,13,135,Ga,Gwinnett,37,95
36,103,12,069,Fl,Lake,37,75
36,103,51,510,Va,Alexandria city,36,42
36,103,06,071,Ca,San Bernardino,35,65
36,103,06,065,Ca,Riverside,34,58
36,103,08,031,Co,Denver,34,54
36,103,36,039,NY,Greene,34,66
36,103,42,127,Pa,Wayne,34,64
36,103,34,005,NJ,Burlington,34,67
36,103,08,005,Co,Arapahoe,34,69
36,103,35,001,NM,Bernalillo,33,60
36,103,37,081,NC,Guilford,33,63
36,103,37,133,NC,Onslow,33,61
36,103,33,015,NH,Rockingham,33,63
36,103,33,011,NH,Hillsborough,33,73
36,103,36,025,NY,Delaware,33,71
36,103,24,027,Md,Howard,33,82
36,103,45,013,SC,Beaufort,32,59
36,103,24,003,Md,Anne Arundel,32,50
36,103,42,103,Pa,Pike,32,74
36,103,36,079,NY,Putnam,31,58
36,103,37,089,NC,Henderson,31,58
36,103,39,049,Oh,Franklin,30,62
36,103,36,095,NY,Schoharie,30,62
36,103,44,007,RI,Providence,29,53
36,103,37,051,NC,Cumberland,29,54
36,103,34,021,NJ,Mercer,29,50
36,103,08,013,Co,Boulder,28,48
36,103,12,087,Fl,Monroe,28,48
36,103,09,011,Ct,New London,28,49
36,103,39,035,Oh,Cuyahoga,28,60
36,103,36,083,NY,Rensselaer,28,33
36,103,51,041,Va,Chesterfield,27,64
36,103,48,453,Tx,Travis,27,47
36,103,27,053,Mn,Hennepin,27,60
36,103,25,009,Ma,Essex,26,59
36,103,25,027,Ma,Worcester,26,54
36,103,36,093,NY,Schenectady,26,35
36,103,48,439,Tx,Tarrant,26,40
36,103,37,063,NC,Durham,26,35
36,103,13,051,Ga,Chatham,26,53
36,103,51,700,Va,Newport News city,25,44
36,103,45,079,SC,Richland,25,47
36,103,17,043,Il,Du Page,25,50
36,103,06,067,Ca,Sacramento,25,32
36,103,08,041,Co,El Paso,24,37
36,103,36,113,NY,Warren,24,44
36,103,42,079,Pa,Luzerne,24,52
36,103,08,059,Co,Jefferson,24,49
36,103,12,001,Fl,Alachua,24,40
36,103,36,065,NY,Oneida,24,46
36,103,51,710,Va,Norfolk city,23,43
36,103,36,109,NY,Tompkins,23,34
36,103,42,077,Pa,Lehigh,23,56
36,103,51,760,Va,Richmond city,23,42
36,103,09,005,Ct,Litchfield,22,44
36,103,42,069,Pa,Lackawanna,22,55
36,103,51,003,Va,Albemarle,22,46
36,103,37,031,NC,Carteret,22,43
36,103,42,133,Pa,York,22,64
36,103,06,081,Ca,San Mateo,22,30
36,103,45,045,SC,Greenville,22,48
36,103,42,095,Pa,Northampton,22,55
36,103,37,067,NC,Forsyth,21,53
36,103,06,013,Ca,Contra Costa,21,39
36,103,37,021,NC,Buncombe,21,49
36,103,13,113,Ga,Fayette,21,48
36,103,26,125,Mi,Oakland,21,58
36,103,37,135,NC,Orange,21,29
36,103,51,087,Va,Henrico,20,34
36,103,42,011,Pa,Berks,20,49
36,103,25,015,Ma,Hampshire,20,36
36,103,51,550,Va,Chesapeake city,20,47
36,103,12,033,Fl,Escambia,20,36
36,103,29,189,Mo,St. Louis,20,43
36,103,25,001,Ma,Barnstable,20,38
36,103,34,037,NJ,Sussex,20,42
36,103,09,007,Ct,Middlesex,20,31
36,103,49,035,Ut,Salt Lake,19,38
36,103,48,029,Tx,Bexar,19,38
36,103,50,027,Vt,Windsor,18,33
36,103,42,043,Pa,Dauphin,18,38
36,103,36,021,NY,Columbia,18,32
36,103,10,001,De,Kent,18,43
36,103,34,007,NJ,Camden,18,35
36,103,13,063,Ga,Clayton,17,32
36,103,36,017,NY,Chenango,17,45
36,103,12,073,Fl,Leon,17,30
36,103,51,153,Va,Prince William,17,33
36,103,40,143,Ok,Tulsa,17,39
36,103,34,019,NJ,Hunterdon,16,52
36,103,42,045,Pa,Delaware,16,24
36,103,44,005,RI,Newport,16,28
36,103,06,111,Ca,Ventura,16,31
36,103,42,025,Pa,Carbon,16,35
36,103,47,037,Tn,Davidson,16,34
36,103,23,005,Me,Cumberland,16,22
36,103,24,045,Md,Wicomico,16,28
36,103,39,113,Oh,Montgomery,15,27
36,103,36,019,NY,Clinton,15,24
36,103,42,041,Pa,Cumberland,15,28
36,103,25,013,Ma,Hampden,15,23
36,103,34,001,NJ,Atlantic,15,24
36,103,48,027,Tx,Bell,15,31
36,103,36,023,NY,Cortland,15,26
36,103,12,019,Fl,Clay,14,36
36,103,37,141,NC,Pender,14,33
36,103,45,083,SC,Spartanburg,14,34
36,103,37,019,NC,Brunswick,14,31
36,103,48,339,Tx,Montgomery,14,30
36,103,45,063,SC,Lexington,13,32
36,103,26,163,Mi,Wayne,13,18
36,103,50,003,Vt,Bennington,13,22
36,103,22,071,La,Orleans,13,16
36,103,39,061,Oh,Hamilton,13,21
36,103,12,091,Fl,Okaloosa,13,29
36,103,36,107,NY,Tioga,13,25
36,103,10,005,De,Sussex,13,25
36,103,41,051,Or,Multnomah,13,26
36,103,51,107,Va,Loudoun,13,28
36,103,06,041,Ca,Marin,13,22
36,103,53,061,Wa,Snohomish,13,37
36,103,13,245,Ga,Richmond,13,20
36,103,25,023,Ma,Plymouth,12,36
36,103,06,053,Ca,Monterey,12,21
36,103,37,125,NC,Moore,12,23
36,103,06,087,Ca,Santa Cruz,12,12
36,103,51,019,Va,Bedford,12,27
36,103,47,157,Tn,Shelby,12,18
36,103,24,037,Md,St. Mary's,12,25
36,103,17,097,Il,Lake,12,23
36,103,33,009,NH,Grafton,12,19
36,103,18,097,In,Marion,12,22
36,103,25,005,Ma,Bristol,12,26
36,103,21,111,Ky,Jefferson,12,26
36,103,36,045,NY,Jefferson,12,23
36,103,25,003,Ma,Berkshire,12,27
36,103,24,025,Md,Harford,12,26
36,103,32,031,Nv,Washoe,11,18
36,103,12,055,Fl,Highlands,11,31
36,103,23,031,Me,York,11,26
36,103,53,053,Wa,Pierce,11,15
36,103,06,083,Ca,Santa Barbara,11,18
36,103,50,007,Vt,Chittenden,11,20
36,103,51,095,Va,James City,11,22
36,103,41,067,Or,Washington,11,16
36,103,55,079,Wi,Milwaukee,11,19
36,103,06,097,Ca,Sonoma,11,21
36,103,42,107,Pa,Schuylkill,11,26
36,103,51,065,Va,Fluvanna,11,26
36,103,36,015,NY,Chemung,11,32
36,103,44,003,RI,Kent,11,17
36,103,08,069,Co,Larimer,11,22
36,103,36,031,NY,Essex,11,29
36,103,39,153,Oh,Summit,11,26
36,103,44,009,RI,Washington,11,28
36,103,51,650,Va,Hampton city,10,15
36,103,36,053,NY,Madison,10,20
36,103,36,063,NY,Niagara,10,20
36,103,04,005,Az,Coconino,10,16
36,103,55,025,Wi,Dane,10,14
36,103,41,039,Or,Lane,10,13
36,103,36,101,NY,Steuben,10,22
36,103,42,049,Pa,Erie,10,26
36,103,24,017,Md,Charles,10,24
36,103,35,043,NM,Sandoval,10,24
36,103,37,147,NC,Pitt,10,20
36,103,48,085,Tx,Collin,10,14
36,103,42,115,Pa,Susquehanna,10,24
36,103,34,041,NJ,Warren,10,23
36,103,50,025,Vt,Windham,10,19
36,103,54,033,WV,Harrison,10,33
36,103,04,015,Az,Mohave,10,15
36,103,48,141,Tx,El Paso,10,24
36,103,,,XX,Same State,118,223
36,103,,,XX,Region 1: Northeast,235,510
36,103,,,XX,Region 2: Midwest,377,751
36,103,,,XX,Region 3: South,1025,2128
36,103,,,XX,Region 4: West,285,499
36,103,36,103 ,XX,County Non-Migrants,484028,1089414
36,105,,,NY,Sullivan Total Migration,1640,3093
36,105,36,071,NY,Orange,306,602
36,105,36,111,NY,Ulster,122,245
36,105,12,011,Fl,Broward,51,88
36,105,36,027,NY,Dutchess,44,69
36,105,36,047,NY,Kings,42,78
36,105,36,061,NY,New York,39,57
36,105,12,099,Fl,Palm Beach,37,73
36,105,36,081,NY,Queens,37,57
36,105,42,127,Pa,Wayne,30,64
36,105,36,119,NY,Westchester,26,61
36,105,36,103,NY,Suffolk,22,31
36,105,34,003,NJ,Bergen,22,37
36,105,12,025,Fl,Dade,21,35
36,105,36,025,NY,Delaware,20,56
36,105,36,059,NY,Nassau,18,26
36,105,36,001,NY,Albany,17,27
36,105,12,095,Fl,Orange,17,31
36,105,12,103,Fl,Pinellas,16,23
36,105,36,087,NY,Rockland,16,41
36,105,36,007,NY,Broome,15,26
36,105,36,005,NY,Bronx,14,24
36,105,42,103,Pa,Pike,12,29
36,105,36,067,NY,Onondaga,11,20
36,105,12,127,Fl,Volusia,11,22
36,105,34,027,NJ,Morris,10,21
36,105,,,XX,Same State,96,182
36,105,,,XX,Region 1: Northeast,135,246
36,105,,,XX,Region 2: Midwest,51,111
36,105,,,XX,Region 3: South,262,515
36,105,,,XX,Region 4: West,102,161
36,105,,,XX,Foreign,18,35
36,105,36,105 ,XX,County Non-Migrants,23871,52960
36,107,,,NY,Tioga Total Migration Fl,1325,2540
36,107,36,007,NY,Broome,367,696
36,107,36,109,NY,Tompkins,115,207
36,107,42,015,Pa,Bradford,103,202
36,107,36,015,NY,Chemung,78,165
36,107,36,023,NY,Cortland,27,57
36,107,36,067,NY,Onondaga,26,46
36,107,42,115,Pa,Susquehanna,24,45
36,107,36,101,NY,Steuben,17,26
36,107,36,055,NY,Monroe,16,17
36,107,57,005,FR,APO / FPO Zip Code,15,23
36,107,57,001,FR,Foreign / Overseas,14,36
36,107,36,029,NY,Erie,12,14
36,107,36,017,NY,Chenango,11,27
36,107,,,XX,Same State,113,210
36,107,,,XX,Region 1: Northeast,81,156
36,107,,,XX,Region 2: Midwest,47,116
36,107,,,XX,Region 3: South,199,395
36,107,,,XX,Region 4: West,60,102
36,107,36,107 ,XX,County Non-Migrants,17754,42974
36,109,,,NY,Tompkins Total Migration,3041,4972
36,109,36,023,NY,Cortland,196,360
36,109,57,001,FR,Foreign / Overseas,139,207
36,109,36,107,NY,Tioga,128,230
36,109,36,011,NY,Cayuga,88,194
36,109,36,061,NY,New York,81,96
36,109,36,067,NY,Onondaga,69,106
36,109,36,097,NY,Schuyler,65,135
36,109,36,015,NY,Chemung,63,111
36,109,36,099,NY,Seneca,56,110
36,109,25,017,Ma,Middlesex,52,70
36,109,36,007,NY,Broome,51,79
36,109,36,055,NY,Monroe,45,66
36,109,06,037,Ca,Los Angeles,40,64
36,109,36,029,NY,Erie,32,52
36,109,17,031,Il,Cook,31,36
36,109,36,103,NY,Suffolk,30,40
36,109,06,073,Ca,San Diego,27,37
36,109,57,005,FR,APO / FPO Zip Code,27,56
36,109,25,025,Ma,Suffolk,26,31
36,109,06,085,Ca,Santa Clara,26,32
36,109,36,069,NY,Ontario,25,40
36,109,53,033,Wa,King,24,36
36,109,36,119,NY,Westchester,22,25
36,109,42,101,Pa,Philadelphia,22,29
36,109,24,031,Md,Montgomery,20,34
36,109,48,201,Tx,Harris,20,30
36,109,06,075,Ca,San Francisco,19,21
36,109,36,047,NY,Kings,18,26
36,109,11,001,DC,"Wash.,D.C.",18,22
36,109,42,003,Pa,Allegheny,18,32
36,109,36,101,NY,Steuben,17,22
36,109,06,001,Ca,Alameda,17,18
36,109,06,059,Ca,Orange,17,27
36,109,09,001,Ct,Fairfield,16,20
36,109,36,001,NY,Albany,16,19
36,109,51,059,Va,Fairfax,15,26
36,109,48,113,Tx,Dallas,14,14
36,109,34,021,NJ,Mercer,14,18
36,109,34,027,NJ,Morris,14,20
36,109,55,025,Wi,Dane,13,24
36,109,36,017,NY,Chenango,13,26
36,109,04,019,Az,Pima,13,17
36,109,08,013,Co,Boulder,13,29
36,109,04,013,Az,Maricopa,13,17
36,109,36,053,NY,Madison,13,26
36,109,51,013,Va,Arlington,12,12
36,109,24,033,Md,Prince George's,12,23
36,109,12,099,Fl,Palm Beach,12,15
36,109,12,025,Fl,Dade,12,24
36,109,37,063,NC,Durham,12,27
36,109,36,059,NY,Nassau,12,20
36,109,34,023,NJ,Middlesex,11,14
36,109,39,049,Oh,Franklin,11,15
36,109,27,123,Mn,Ramsey,11,17
36,109,36,027,NY,Dutchess,11,21
36,109,26,161,Mi,Washtenaw,11,18
36,109,42,091,Pa,Montgomery,11,15
36,109,39,061,Oh,Hamilton,10,17
36,109,50,007,Vt,Chittenden,10,13
36,109,34,003,NJ,Bergen,10,10
36,109,24,510,Md,Baltimore city,10,12
36,109,12,011,Fl,Broward,10,11
36,109,27,053,Mn,Hennepin,10,11
36,109,06,081,Ca,San Mateo,10,10
36,109,36,065,NY,Oneida,10,16
36,109,15,003,Hi,Honolulu,10,20
36,109,,,XX,Same State,151,255
36,109,,,XX,Region 1: Northeast,221,361
36,109,,,XX,Region 2: Midwest,176,332
36,109,,,XX,Region 3: South,403,697
36,109,,,XX,Region 4: West,166,256
36,109,36,109 ,XX,County Non-Migrants,28333,58831
36,111,,,NY,Ulster Total Migration F,3354,5930
36,111,36,071,NY,Orange,446,872
36,111,36,027,NY,Dutchess,427,747
36,111,36,105,NY,Sullivan,142,299
36,111,36,001,NY,Albany,101,143
36,111,36,039,NY,Greene,89,155
36,111,36,061,NY,New York,62,84
36,111,36,119,NY,Westchester,46,73
36,111,36,103,NY,Suffolk,37,61
36,111,36,047,NY,Kings,35,68
36,111,36,059,NY,Nassau,34,45
36,111,06,037,Ca,Los Angeles,34,44
36,111,36,021,NY,Columbia,33,58
36,111,36,081,NY,Queens,33,54
36,111,36,091,NY,Saratoga,32,67
36,111,37,183,NC,Wake,31,60
36,111,12,099,Fl,Palm Beach,29,50
36,111,12,011,Fl,Broward,29,51
36,111,25,017,Ma,Middlesex,27,33
36,111,57,001,FR,Foreign / Overseas,26,47
36,111,34,003,NJ,Bergen,25,40
36,111,36,005,NY,Bronx,25,42
36,111,36,029,NY,Erie,24,37
36,111,36,093,NY,Schenectady,24,29
36,111,57,005,FR,APO / FPO Zip Code,22,23
36,111,04,013,Az,Maricopa,21,39
36,111,12,103,Fl,Pinellas,21,38
36,111,36,079,NY,Putnam,20,26
36,111,36,025,NY,Delaware,20,34
36,111,09,001,Ct,Fairfield,20,45
36,111,48,453,Tx,Travis,19,37
36,111,51,059,Va,Fairfax,19,35
36,111,36,007,NY,Broome,19,30
36,111,36,055,NY,Monroe,18,33
36,111,12,025,Fl,Dade,18,27
36,111,06,073,Ca,San Diego,18,29
36,111,24,031,Md,Montgomery,16,22
36,111,42,003,Pa,Allegheny,15,31
36,111,48,113,Tx,Dallas,15,26
36,111,32,003,Nv,Clark,15,24
36,111,36,083,NY,Rensselaer,15,25
36,111,36,087,NY,Rockland,15,27
36,111,12,095,Fl,Orange,13,20
36,111,25,025,Ma,Suffolk,13,14
36,111,04,019,Az,Pima,13,21
36,111,12,115,Fl,Sarasota,13,28
36,111,57,003,FR,Foreign / Puerto Rico,12,26
36,111,12,057,Fl,Hillsborough,12,22
36,111,12,009,Fl,Brevard,12,15
36,111,11,001,DC,"Wash.,D.C.",12,12
36,111,36,067,NY,Onondaga,12,14
36,111,09,009,Ct,New Haven,12,17
36,111,06,085,Ca,Santa Clara,12,13
36,111,34,017,NJ,Hudson,11,17
36,111,50,007,Vt,Chittenden,10,16
36,111,34,027,NJ,Morris,10,19
36,111,53,033,Wa,King,10,20
36,111,12,083,Fl,Marion,10,21
36,111,42,101,Pa,Philadelphia,10,11
36,111,17,031,Il,Cook,10,13
36,111,13,089,Ga,De Kalb,10,18
36,111,,,XX,Same State,137,265
36,111,,,XX,Region 1: Northeast,216,385
36,111,,,XX,Region 2: Midwest,100,179
36,111,,,XX,Region 3: South,400,778
36,111,,,XX,Region 4: West,167,276
36,111,36,111 ,XX,County Non-Migrants,58864,126767
36,113,,,NY,Warren Total Migration F,1637,3029
36,113,36,091,NY,Saratoga,369,712
36,113,36,115,NY,Washington,324,666
36,113,36,001,NY,Albany,68,110
36,113,36,031,NY,Essex,38,74
36,113,36,083,NY,Rensselaer,18,35
36,113,12,099,Fl,Palm Beach,18,24
36,113,36,093,NY,Schenectady,17,23
36,113,12,011,Fl,Broward,16,25
36,113,36,055,NY,Monroe,16,20
36,113,57,005,FR,APO / FPO Zip Code,14,22
36,113,36,019,NY,Clinton,13,18
